table_name,project_id,dataset_id,table_id,purpose,key_columns,use_cases,notes,column_count,sample_columns,column_types,is_active,priority,last_updated,reviewed_by,sql_examples,business_context,data_quality_notes
fanbase-reporting.reporting_db.dm_channel_presences,fanbase-reporting,reporting_db,dm_channel_presences,This table stores information about the presence of users in different channels for fanbase reporting.,"id, user_id, channel_name","Analyzing user engagement in different channels, Tracking user activity over time",,6,"id, user_id, channel_name, created_at, updated_at","INTEGER, INTEGER, STRING, TIMESTAMP, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.dm_conversation_users,fanbase-reporting,reporting_db,dm_conversation_users,This table stores information about users participating in conversations within a fanbase reporting system.,"id, uuid, conversation_id, user_id","Tracking user engagement within conversations, Managing user permissions and settings within the fanbase platform",,20,"id, uuid, conversation_id, user_id, preview","INTEGER, STRING, INTEGER, INTEGER, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.dm_conversations,fanbase-reporting,reporting_db,dm_conversations,This table stores information about conversations in a fanbase reporting database.,"id, uuid","Analyzing the types of conversations happening, Tracking the size of conversations, Monitoring the creation and update timestamps of conversations, Managing migration of conversation data, Tracking extraction timestamps for Airbyte integration",,9,"id, uuid, type, channel_name, size","INTEGER, STRING, STRING, STRING, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.dm_event_records,fanbase-reporting,reporting_db,dm_event_records,This table stores event records related to fanbase reporting.,id,"Analyzing fanbase engagement by tracking different events and channels, Monitoring the timing of events with created_at and updated_at timestamps, Tracking extraction times with _airbyte_extracted_at timestamp",,7,"id, channel_name, event, data, created_at","INTEGER, STRING, STRING, STRING, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.dm_message_medias,fanbase-reporting,reporting_db,dm_message_medias,This table stores information about media messages exchanged within conversations in a fanbase reporting database.,"id, uuid, conversation_id","Analyzing media usage trends within conversations, Tracking user engagement with media messages",,13,"id, uuid, conversation_id, user_id, url","INTEGER, STRING, INTEGER, INTEGER, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.dm_message_status,fanbase-reporting,reporting_db,dm_message_status,This table stores information about the status of messages sent within conversations in a fanbase reporting system.,"id, conversation_id, message_id","Analyzing message engagement by tracking the number of sent loves, Monitoring conversation activity and user interactions, Tracking the order of messages within a conversation",,11,"id, uuid, conversation_id, conversation_user_id, message_id","INTEGER, STRING, INTEGER, INTEGER, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.dm_messages,fanbase-reporting,reporting_db,dm_messages,This table stores messages exchanged within conversations in a fanbase reporting system.,"id, conversation_id, user_id, message_id","Analyzing user engagement within conversations, Tracking popular content based on loves_count, Identifying conversation trends and patterns",,17,"id, uuid, conversation_id, user_id, conversation_user_id","INTEGER, STRING, INTEGER, INTEGER, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.dm_presences,fanbase-reporting,reporting_db,dm_presences,This table is used for reporting on the presence of users in a fanbase platform.,"id, user_id","Tracking the online count of users in real-time, Analyzing user presence trends over time, Monitoring user activity and engagement on the platform",,6,"id, user_id, online_count, created_at, updated_at","INTEGER, INTEGER, INTEGER, TIMESTAMP, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.effects,fanbase-reporting,reporting_db,effects,This table stores information about effects used in fanbase reporting.,id,"Tracking effects usage over time, Analyzing popular effects based on preview and URL",,7,"id, url, preview, e_tag, created_at","INTEGER, STRING, STRING, STRING, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.endavo_tokens,fanbase-reporting,reporting_db,endavo_tokens,This table stores information about tokens associated with users in the reporting database for the fanbase platform.,"id, user_id","Tracking and managing tokens issued to users for authentication or authorization purposes., Monitoring token expiration dates to ensure timely renewal or removal., Auditing token creation and update timestamps for security and compliance purposes.",,8,"id, user_id, type, token, expires_in","INTEGER, INTEGER, INTEGER, STRING, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.endavo_tokens_type,fanbase-reporting,reporting_db,endavo_tokens_type,This table stores information about different types of endavo tokens.,"id, name","Tracking the types of endavo tokens available, Auditing changes to token types over time",,5,"id, name, created_at, updated_at, _airbyte_extracted_at","INTEGER, STRING, TIMESTAMP, TIMESTAMP, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.event_interest,fanbase-reporting,reporting_db,event_interest,This table stores the relationship between events and interests for reporting purposes.,"event_id, interest_id","Analyzing the popularity of different interests at events, Tracking changes in interests over time",,6,"id, event_id, interest_id, created_at, updated_at","INTEGER, INTEGER, INTEGER, TIMESTAMP, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.events,fanbase-reporting,reporting_db,events,This table stores events data related to fanbase reporting.,"id, uuid, user_id, brand_id","Analyzing user engagement with events, Tracking brand-specific event participation, Monitoring event creation and scheduling",,16,"id, uuid, title, user_id, brand_id","INTEGER, STRING, STRING, INTEGER, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.feed_contents,fanbase-reporting,reporting_db,feed_contents,This table stores information about the contents of feeds for a fanbase reporting system.,"id, model_uuid, feed_type, model_type, model_id","Analyzing user engagement with different types of feed contents, Identifying exclusive content and its impact on user behavior, Segmenting users based on their interests and regions",,25,"id, model_uuid, feed_type, model_type, model_id","INTEGER, STRING, STRING, STRING, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.flickz,fanbase-reporting,reporting_db,flickz,This table stores information about user-generated media content on the Flickz platform.,"id, uuid, user_id","Analyzing user engagement with media content, Tracking media content migration status, Monitoring content creation trends over time",,54,"id, uuid, user_id, is_feed_migrated, media","INTEGER, STRING, INTEGER, BOOLEAN, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.flickz_hashtags,fanbase-reporting,reporting_db,flickz_hashtags,This table is used to track the hashtags associated with each flickz (presumably a user or content) in the reporting database.,"flickz_id, hashtag_id","Analyzing the popularity of hashtags among different flickz users, Tracking the usage of specific hashtags over time",,3,"flickz_id, hashtag_id, _airbyte_extracted_at","INTEGER, INTEGER, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.follows,fanbase-reporting,reporting_db,follows,This table stores information about followers and followings within a fanbase reporting system.,"id, follower, following","Analyzing follower/following relationships, Tracking creation and update timestamps, Identifying mutual follows, Monitoring bans and notifications",,10,"id, follower, following, created_at, updated_at","INTEGER, INTEGER, INTEGER, TIMESTAMP, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.free_loves_ledger,fanbase-reporting,reporting_db,free_loves_ledger,This table stores information about the hearts given by users in the free loves ledger.,"id, user_id","Tracking the number of hearts given by users, Analyzing user engagement with the free loves feature",,4,"id, user_id, hearts, created_at","INTEGER, STRING, INTEGER, DATE",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.genres,fanbase-reporting,reporting_db,genres,This table stores information about genres in a reporting database.,"id, name","Analyzing the popularity of different genres over time, Tracking changes in genre names and creation dates",,5,"id, name, created_at, updated_at, _airbyte_extracted_at","INTEGER, STRING, TIMESTAMP, TIMESTAMP, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.hashtags,fanbase-reporting,reporting_db,hashtags,"This table stores information about hashtags, including their count, thumbnail, and timestamps for creation and last update.","id, name","Analyzing the popularity of different hashtags, Tracking changes in hashtag count over time, Identifying trending hashtags based on thumbnail images",,7,"id, name, count, thumbnail, created_at","INTEGER, STRING, INTEGER, STRING, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.hbcu_challenge,fanbase-reporting,reporting_db,hbcu_challenge,This table stores data related to a challenge within an app for an HBCU (Historically Black Colleges and Universities) fanbase.,"id, user_id","Analyzing user engagement with challenges specific to the HBCU fanbase, Tracking the performance of different media types in the challenges, Monitoring premium user participation and engagement, Understanding user interactions through likes, loves, and views counts",,12,"id, user_id, media_type, premium, created_at","INTEGER, INTEGER, STRING, STRING, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.hearts,fanbase-reporting,reporting_db,hearts,"This table stores information about hearts given by users to various content types such as posts, stories, livestreams, FB+ shows, and voice channels.","id, user_id, loved_user_id, post_id, flickz_id, story_id, livestream_id, tv_id, voice_channel_id","Analyzing user engagement by tracking the number of hearts given to different types of content, Identifying popular content creators or channels based on the number of hearts received, Monitoring trends in user interactions with different content formats",,28,"id, hearts, user_id, loved_user_id, post_id","INTEGER, RECORD, INTEGER, INTEGER, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.incompatible_contents,fanbase-reporting,reporting_db,incompatible_contents,This table stores information about incompatible contents uploaded by users.,"id, user_id","Identifying incompatible contents based on media type, dimensions, and premium status, Analyzing user behavior in uploading incompatible contents, Generating reports on the frequency and types of incompatible contents",,17,"id, user_id, media_type, caption, height","INTEGER, INTEGER, STRING, STRING, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.influencers,fanbase-reporting,reporting_db,influencers,"This table stores information about influencers, including their name, contact details, fanbase profile, and location.","NAME, INSTAGRAM","Analyzing influencer demographics, Tracking influencer engagement, Targeting influencers for marketing campaigns",,6,"NAME, INSTAGRAM, EMAIL, PHONE_NUMBER, FANBASE_PROFILE","STRING, STRING, STRING, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.interactions,fanbase-reporting,reporting_db,interactions,"This table stores interactions between users and various types of content such as posts, stories, FB+ shows, and livestreams.","id, content_uuid, user_id","Analyzing user engagement with different types of content, Tracking interactions such as likes, comments, and views, Identifying popular content based on user interactions",,27,"id, content_uuid, content_type, content_id, user_id","INTEGER, STRING, STRING, INTEGER, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.interest_categories,fanbase-reporting,reporting_db,interest_categories,"This table stores information about interest categories, including their names, images, and timestamps for creation, update, and deletion.",id,"Analyzing popular interest categories among fans, Tracking changes in interest categories over time, Identifying trends in fan interests based on images associated with categories",,7,"id, name, image, created_at, updated_at","INTEGER, STRING, STRING, TIMESTAMP, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.interests,fanbase-reporting,reporting_db,interests,"This table stores information about interests, including their names, images, categories, and timestamps for creation, update, and deletion.","id, name","Analyzing the popularity of different interests among the fanbase, Tracking changes in interests over time, Identifying trends in interest categories",,8,"id, name, image, interest_category_id, deleted_at","INTEGER, STRING, STRING, INTEGER, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.ips,fanbase-reporting,reporting_db,ips,"This table stores information about IP addresses, including their region, quantity, state, and timestamps for creation and update.","id, number","Analyzing the distribution of IP addresses by region, Tracking the quantity of IP addresses in different states, Monitoring the creation and update timestamps of IP address records",,8,"id, number, region_id, quantity, state","INTEGER, STRING, INTEGER, INTEGER, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.label_jobs,fanbase-reporting,reporting_db,label_jobs,"This table stores information about label jobs, including their statuses and responses.","id, job_id","Tracking the progress of label jobs, Analyzing job responses and statuses",,12,"id, model_type, job_id, job_status, moderation_job_status","STRING, STRING, STRING, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.labels,fanbase-reporting,reporting_db,labels,This table stores information about labels used in the fanbase reporting system.,"id, name, label_id","Analyzing the distribution of labels across fanbase data, Tracking the creation and update timestamps of labels",,5,"id, name, label_id, created_at, updated_at","STRING, STRING, STRING, DATE, DATE",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.likes,fanbase-reporting,reporting_db,likes,"This table stores information about likes given by users on various types of content such as FB+ shows, stories, posts, livestreams, comments, and flickz. It also includes an interaction ID for tracking purposes.","id, user_id","Analyzing user engagement by tracking likes on different types of content, Identifying popular content based on the number of likes received, Tracking user interactions across various content types",,14,"id, user_id, tv_id, story_id, post_id","INTEGER, INTEGER, INTEGER, INTEGER, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.livestream_label,fanbase-reporting,reporting_db,livestream_label,This table is used to store the labels associated with livestreams in a reporting database.,"id, livestream_id, label_id","Analyzing the labels assigned to livestreams, Tracking confidence levels of the assigned labels",,5,"id, livestream_id, label_id, confidence, _airbyte_extracted_at","INTEGER, INTEGER, INTEGER, NUMERIC, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.livestreams,fanbase-reporting,reporting_db,livestreams,This table stores information about livestreams within the fanbase reporting system.,"id, uuid, user_id","Analyzing viewership of livestreams, Tracking user engagement with livestream content, Monitoring migration status of livestream feeds",,43,"id, uuid, user_id, is_feed_migrated, name","INTEGER, STRING, INTEGER, BOOLEAN, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.livestreams2,fanbase-reporting,reporting_db,livestreams2,"This table stores data related to livestreams, including user engagement metrics such as loves, likes, comments, and views.","id, user_id","Analyzing user engagement on livestreams, Tracking the popularity of livestreams over time, Identifying trends in user interactions with livestream content",,8,"id, user_id, loves_count, likes_count, comments_count","INTEGER, INTEGER, INTEGER, INTEGER, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.loves,fanbase-reporting,reporting_db,loves,"This table stores data related to loves, including the total number of loves, transaction type, total number of users, volume, and creation date.","total_loves, transaction_type, total_users","Analyzing user engagement by tracking the total number of loves given, Understanding the distribution of transaction types related to loves, Calculating the average number of loves per user",,5,"total_loves, transaction_type, total_users, volume, created_at","INTEGER, STRING, INTEGER, INTEGER, DATE",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.loves_ledger,fanbase-reporting,reporting_db,loves_ledger,"This table likely stores data related to user interactions with a platform or service, specifically tracking love-related actions such as free loves, purchases, and total loves.",date,"Analyzing user engagement over time based on love-related actions, Tracking user behavior patterns related to free loves and purchases, Calculating total love interactions on the platform",,6,"date, Free, Purchase, Spent, total","INTEGER, INTEGER, INTEGER, INTEGER, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.ltv_loves,fanbase-reporting,reporting_db,ltv_loves,This table stores data related to the lifetime value (LFB+) of user loves on different platforms.,"user_id, platform, Loves_Type","Analyzing the LFB+ of users based on their loves type and platform, Tracking the price associated with each love, Monitoring the creation date and load date of the data",,6,"user_id, platform, Loves_Type, Price, created_at","INTEGER, STRING, STRING, NUMERIC, DATE",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.ltv_subscriptions,fanbase-reporting,reporting_db,ltv_subscriptions,"This table stores information about user subscriptions, including purchase details, cancellation details, and platform information.",user_id,"Analyzing user subscription patterns and trends, Calculating lifetime value of users based on their subscriptions, Monitoring subscription cancellations and reasons for cancellation",,8,"user_id, subscriptions, Purchase_Price, Purchase_Date, Cancelation_Date","INTEGER, INTEGER, NUMERIC, DATE, DATE",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.mau,fanbase-reporting,reporting_db,mau,This table is used to store the monthly active users (MAU) data for a reporting database.,date,"Tracking monthly active users over time, Analyzing trends in user engagement",,2,"date, value","DATE, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.media_platforms,fanbase-reporting,reporting_db,media_platforms,This table stores information about media platforms used for fanbase reporting.,id,"Analyzing fanbase engagement on different media platforms, Tracking changes in media platform usage over time",,3,"id, name, _airbyte_extracted_at","INTEGER, STRING, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.messages,fanbase-reporting,reporting_db,messages,This table stores messages exchanged between users in a fanbase reporting system.,"id, from, to, created_at","Analyzing message traffic between users, Tracking message status changes over time, Identifying conversations based on conversation_id",,13,"id, from, to, message, type","INTEGER, INTEGER, INTEGER, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.migrations,fanbase-reporting,reporting_db,migrations,This table is used to track migrations in the fanbase-reporting database.,id,"Tracking the migration history of the database, Monitoring batch information related to migrations, Recording the timestamp when data was extracted by Airbyte",,4,"id, migration, batch, _airbyte_extracted_at","INTEGER, STRING, INTEGER, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.not_interested,fanbase-reporting,reporting_db,not_interested,This table stores information about users who are marked as not interested in a particular model.,"id, user_id, model_uuid","Analyzing user engagement by tracking users who are not interested in specific models, Identifying patterns or reasons for user disinterest in certain models, Monitoring changes in user preferences over time",,8,"id, user_id, model_uuid, reason, reason_id","INTEGER, INTEGER, STRING, STRING, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.notifications,fanbase-reporting,reporting_db,notifications,This table stores information about notifications related to user interactions within a fanbase reporting system.,"id, user_id","Tracking notifications sent to users, Monitoring user interactions and engagement, Identifying banned users and their notification status",,9,"id, relationId, relationType, status, created_at","INTEGER, INTEGER, STRING, INTEGER, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.onboardings,fanbase-reporting,reporting_db,onboardings,"This table stores information about onboardings, including their descriptions, creation timestamps, and update timestamps.",id,"Tracking the onboardings of users or customers, Analyzing trends in onboarding processes over time",,5,"id, description, created_at, updated_at, _airbyte_extracted_at","INTEGER, STRING, TIMESTAMP, TIMESTAMP, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.onboardings_users,fanbase-reporting,reporting_db,onboardings_users,This table stores information about users who have completed onboarding processes.,"id, user_id, onboarding_id","Tracking the onboarding status of users, Analyzing the time taken to complete onboarding, Monitoring changes in onboarding status over time",,7,"id, user_id, onboarding_id, status, created_at","INTEGER, INTEGER, INTEGER, STRING, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.opengraph,fanbase-reporting,reporting_db,opengraph,This table stores Open Graph data related to user-generated content shared within the fanbase platform.,"id, user_id, uniq_id","Analyzing user engagement by tracking shared content, Monitoring popular content based on Open Graph data, Understanding user behavior and preferences through shared URLs and descriptions",,11,"id, user_id, uniq_id, title, description","INTEGER, INTEGER, STRING, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.payout_modal,fanbase-reporting,reporting_db,payout_modal,This table stores information related to payout modals for fanbase reporting.,"EMAIL, UPDATED_AT","Tracking payout modal updates, Analyzing payout modal usage",,3,"EMAIL, UPDATED_AT, PAYLOAD","STRING, TIMESTAMP, JSON",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.payout_risk_audit,fanbase-reporting,reporting_db,payout_risk_audit,This table stores information related to payout risk audit for creators in the fanbase reporting system.,"creator_id, email","Identifying creators with potential payout risks based on account age, region, and personal information such as name and date of birth., Monitoring and auditing payout activities for creators to ensure compliance and mitigate risks.",,32,"creator_id, email, name, account_age_months, first_name","INTEGER, STRING, STRING, INTEGER, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.payouts,fanbase-reporting,reporting_db,payouts,This table stores information about payouts made to users.,"id, user_id, transaction_id","Tracking payouts made to users, Analyzing payout amounts over time, Identifying transactions that have been reverted",,8,"id, user_id, transaction_id, amount, created_at","INTEGER, INTEGER, STRING, NUMERIC, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.paypal_payouts,fanbase-reporting,reporting_db,paypal_payouts,This table stores information about PayPal payouts made to users.,"id, payout_id, user_id","Analyzing the status of PayPal payouts, Tracking the amount of payouts made to users, Monitoring the timing of payouts (created_at and updated_at)",,10,"id, payout_id, status, paypal_email, observations","INTEGER, INTEGER, STRING, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.platform_activity,fanbase-reporting,reporting_db,platform_activity,"This table stores platform activity data related to user posts, interactions, and engagement metrics.","user_id, event_date","Analyzing user engagement trends over time, Tracking post performance metrics such as likes, comments, and views, Identifying popular post types and user behaviors",,14,"user_id, total_post, post_type, event_date, hearts_earned","INTEGER, INTEGER, STRING, TIMESTAMP, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.platform_date_range_metrics,fanbase-reporting,reporting_db,platform_date_range_metrics,This table stores platform metrics for different date ranges.,"date, type","Analyzing the total number of users on the platform over different date ranges, Tracking the total metrics for different types of platforms, Understanding the distribution of total users based on time scales",,5,"date, type, time_scale, total_users, total","DATE, STRING, STRING, FLOAT, NUMERIC",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.post_content,fanbase-reporting,reporting_db,post_content,This table stores information about posts created by users in a fanbase reporting system.,"id, user_id","Analyzing user engagement by tracking loves, likes, and views counts of posts, Monitoring premium content usage through the 'premium' column, Tracking the required hearts for posts",,12,"id, user_id, media_type, premium, created_at","INTEGER, INTEGER, STRING, STRING, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.post_label,fanbase-reporting,reporting_db,post_label,This table is used to store the labels assigned to posts in a fanbase reporting system.,"post_id, label_id","Analyzing the distribution of labels across posts, Calculating the confidence level of assigned labels, Tracking the history of label assignments to posts",,4,"id, post_id, label_id, confidence","STRING, INTEGER, STRING, FLOAT",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.posts,fanbase-reporting,reporting_db,posts,This table stores information about posts made by users in the fanbase reporting system.,"id, user_id","Analyzing user engagement by tracking post interactions, Monitoring post migration status to the feed, Understanding media usage and types in posts, Analyzing post captions and premium content",,59,"id, uuid, user_id, is_feed_migrated, media","INTEGER, STRING, INTEGER, BOOLEAN, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.posts2,fanbase-reporting,reporting_db,posts2,This table stores information about posts made by users in a fanbase reporting system.,"id, user_id","Analyzing user engagement by tracking likes and loves count, Monitoring premium content usage through the 'premium' column, Tracking post creation and update timestamps for reporting purposes",,11,"id, user_id, caption, media_type, premium","INTEGER, INTEGER, STRING, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.posts_metrics,fanbase-reporting,reporting_db,posts_metrics,"This table stores metrics related to posts made by users in different voice channels, flickz, FB+, and livestreams.","user_id, post_id","Analyzing engagement metrics such as loves count and likes count for posts made by users, Tracking the performance of posts across different channels and platforms",,14,"id, user_id, post_id, story_id, voice_channel_id","INTEGER, INTEGER, INTEGER, INTEGER, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.posts_srini,fanbase-reporting,reporting_db,posts_srini,This table stores information about posts made by users in the fanbase reporting system.,"id, user_id","Analyzing user engagement based on post interactions, Tracking post performance over time, Identifying popular media types and locations for posts",,13,"id, user_id, media_type, caption, premium","INTEGER, INTEGER, STRING, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.products,fanbase-reporting,reporting_db,products,This table stores information about products in the fanbase reporting database.,"id, name","Analyzing product sales performance, Tracking inventory levels, Monitoring product updates and changes",,15,"id, name, type, quantity, icon","INTEGER, STRING, STRING, INTEGER, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.products_bkp,fanbase-reporting,reporting_db,products_bkp,"This table stores information about products, including their names, types, quantities, icons, creation and update timestamps, titles, descriptions, and Android-specific product names.",id,"Analyzing product performance, Tracking product updates, Generating reports on product inventory",,10,"id, product_name, type, quantity, icon","INTEGER, STRING, STRING, INTEGER, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.receipt_logs,fanbase-reporting,reporting_db,receipt_logs,This table stores logs of receipts related to user actions on a platform.,"id, request_id","Analyzing user engagement by tracking actions and values associated with receipts, Monitoring platform activity over time based on created_at and updated_at timestamps",,9,"id, request_id, platform, user_id, action","INTEGER, STRING, STRING, STRING, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.receipts,fanbase-reporting,reporting_db,receipts,This table stores information about receipts related to user transactions on a specific platform.,"id, user_id, created_at","Analyzing user transaction data for reporting purposes, Identifying valid and invalid receipts, Tracking product and transaction information",,25,"id, platform, is_valid, user_id, ReceiptData","INTEGER, STRING, BOOLEAN, INTEGER, STRING",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.region_states,fanbase-reporting,reporting_db,region_states,This table stores information about states within different regions.,"id, name, code, region_id","Analyzing fanbase distribution by state within different regions, Tracking changes in state information over time",,8,"id, name, code, region_id, deleted_at","INTEGER, STRING, STRING, INTEGER, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.regions,fanbase-reporting,reporting_db,regions,"This table stores information about regions including their names, pricing details, currency, codes, phone country codes, and flags.","id, name","Analyzing pricing differences for love and subscription services across different regions, Tracking the creation and update timestamps of region records, Identifying regions based on codes, phone country codes, and flags",,15,"id, name, love_price, subscription_price, currency_id","INTEGER, STRING, NUMERIC, NUMERIC, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.report_categories,fanbase-reporting,reporting_db,report_categories,This table stores information about report categories in the fanbase reporting database.,"id, name","Analyzing the different categories of reports available, Tracking the creation and update timestamps of report categories",,5,"id, name, created_at, updated_at, _airbyte_extracted_at","INTEGER, STRING, TIMESTAMP, TIMESTAMP, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.report_images,fanbase-reporting,reporting_db,report_images,This table stores information about images related to reports in the fanbase reporting database.,"id, report_id","Tracking images associated with reports, Analyzing image upload trends over time",,6,"id, report_id, path, created_at, updated_at","INTEGER, INTEGER, STRING, TIMESTAMP, TIMESTAMP",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.reports,fanbase-reporting,reporting_db,reports,This table stores reports submitted by users in a fanbase reporting system.,"id, user_id, report_category_id, reportable_id","Tracking reports submitted by users for various categories, Identifying the user who submitted the report, Storing details of the reported item (reportable_id and reportable_type), Recording the creation and update timestamps of the reports",,9,"id, user_id, report_category_id, message, reportable_id","INTEGER, INTEGER, INTEGER, STRING, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.retention_cohort_analysis,fanbase-reporting,reporting_db,retention_cohort_analysis,This table is used for analyzing retention rates of cohorts over time in a fanbase reporting system.,"date, type, time_scale, periods_since_first","Tracking the retention rates of different cohorts based on the time scale and periods since first interaction, Comparing the retention rates of active users within each cohort, Identifying trends in user retention over time",,7,"date, type, time_scale, periods_since_first, active_users","DATE, STRING, STRING, INTEGER, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.revenue,fanbase-reporting,reporting_db,revenue,This table stores revenue data related to fanbase reporting.,"id, user_id, created_at","Analyzing revenue generated by users in different regions, Tracking revenue trends over time, Identifying revenue generated from different types of subscriptions",,15,"id, ammount, currency_id, region_id, user_id","INTEGER, FLOAT, INTEGER, INTEGER, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.revenue_audit_report,fanbase-reporting,reporting_db,revenue_audit_report,This table stores revenue audit report data related to fanbase accounts.,"id, email","Analyzing revenue generated by fanbase accounts, Tracking account creation dates and ages, Identifying fanbase members by region, Contacting fanbase members via phone",,43,"id, email, name, account_created_at, account_age_months","INTEGER, STRING, STRING, TIMESTAMP, INTEGER",TRUE,MEDIUM,,,,,
fanbase-reporting.reporting_db.revenue_boosts,fanbase-reporting,reporting_db,revenue_boosts,This table stores information about revenue boosts related to fanbase reporting.,id,"Analyzing revenue boosts over time, Tracking changes in loves and subscriptions percentages, Monitoring the extraction process with _airbyte_extracted_at timestamp",,9,"id, name, start_date, end_date, loves_percentage","INTEGER, STRING, DATETIME, DATETIME, NUMERIC",TRUE,MEDIUM,,,,,
